Date,Open,High,Low,Close,Adj Close,Volume,enterprise
1997-05-15,0.0007344901155674373,0.0007327030135304503,0.0005932859595179989,0.0005920170766457621,0.0005952288561090147,0.009684268986343626,0
1997-05-16,0.0005903041723710957,0.0005769627132669741,0.0005241789508850013,0.0005209567698059209,0.0005241687776344037,0.0019422867672470384,0
1997-05-19,0.0005262216334827257,0.0005146663539443294,0.0004978525767116821,0.0005144965163970328,0.0005177085449867159,0.0007843850406189963,0
1997-05-20,0.0005166092372696364,0.000508436837620692,0.0005011434919525046,0.0004918865597126474,0.0004950986609635416,0.0006982013204272987,0
1997-05-21,0.000487772048630368,0.0004772886579593695,0.00041887313827397056,0.00042728588611721233,0.0004304981949741296,0.0025019150141203316,0
1997-05-22,0.00042689343674857537,0.0004181075053308952,0.00039912827866454267,0.00041759581608612114,0.00042080815608384225,0.0015483964438193175,0
1997-05-23,0.0004172810405354859,0.00043991096197440986,0.0004057097932284341,0.0004498961528838387,0.0004531083890785482,0.0021089948639030237,0
1997-05-27,0.0004493224637780103,0.0004772886579593695,0.00044519951244728986,0.00047573623627266814,0.0004789483894255664,0.0011334857008326457,0
1997-05-28,0.000484567814027112,0.00047417404930833476,0.00046823528729754026,0.00045958622291492984,0.00046279842796883555,0.0005778998423360736,0
1997-05-29,0.00045893485999109974,0.000446140777319615,0.0004517813429289349,0.00045151106119494026,0.00045472329219984795,0.00042946334114286834,0
1997-05-30,0.00044611822917475417,0.00043679635332337504,0.0004517813429289349,0.0004498961528838387,0.0004531083890785482,0.0003111022094724694,0
1997-06-02,0.0004493224637780103,0.00044302586964701244,0.00045836285749282634,0.0004531262795882827,0.0004563385054023921,4.123236144255702e-05,0
1997-06-03,0.0004557306253878436,0.00044302586964701244,0.0004517813429289349,0.00044343620955719155,0.0004466484665121048,0.00012094826023150058,0
1997-06-04,0.00043971006756492084,0.00043056653797816994,0.00042545465283786197,0.0004240560694950092,0.00042726838873153005,0.00037658890117535403,0
1997-06-05,0.00042048527513874193,0.000446140777319615,0.00041887313827397056,0.0004628163496193739,0.0004660285442926795,0.0007258512569240722,0
1997-06-06,0.0004509244272812989,0.0004959775059518495,0.00046165377273364884,0.0004983465030392946,0.000501558583529985,0.0010135076138115583,0
1997-06-09,0.0004941802102402014,0.0004959775059518495,0.000507725006516396,0.0005080365730703856,0.0005112486224202724,0.00027843971138856146,0
1997-06-10,0.0005102007680631242,0.0004959775059518495,0.00046823528729754026,0.00047573623627266814,0.0004789483894255664,0.0006970694516818168,0
1997-06-11,0.0004749554178140225,0.00046482962531209485,0.00046823528729754026,0.0004628163496193739,0.0004660285442926795,0.00012159504237177599,0
1997-06-12,0.0004717511832107665,0.0004772886579593695,0.0004748168018614316,0.0004821964896815562,0.0004854086220732542,0.00018142239034725085,0
1997-06-13,0.000484567814027112,0.00047105914163573224,0.00048468923166614564,0.00047573623627266814,0.0004789483894255664,5.4976481923409345e-05,0
1997-06-16,0.00047815965241727854,0.00046482962531209485,0.00047810771710225417,0.000472506419650465,0.00047571858318296684,8.45667648410091e-05,0
1997-06-17,0.0004765573813173111,0.0004632720219650097,0.0004567175578312919,0.00045151106119494026,0.00045472329219984795,0.0005956863511936472,0
1997-06-18,0.0004525263907845876,0.0004445831739725298,0.00045836285749282634,0.0004531262795882827,0.0004563385054023921,0.0002936390916850335,0
1997-06-19,0.0004493224637780103,0.00044302586964701244,0.00045836285749282634,0.0004531262795882827,0.0004563385054023921,9.669392997117292e-05,0
1997-06-20,0.0004557306253878436,0.0004492553859706498,0.00045836285749282634,0.0004579713146038283,0.0004611835248475358,0.00041798295815297993,0
1997-06-23,0.00045893485999109974,0.000446140777319615,0.0004517813429289349,0.0004498961528838387,0.0004531083890785482,0.00010267666476872041,0
1997-06-24,0.0004477201926780429,0.00044146856532149506,0.0004517813429289349,0.0004531262795882827,0.0004563385054023921,6.27378676067142e-05,0
1997-06-25,0.000454128661884555,0.00044146856532149506,0.0004550719422520038,0.0004531262795882827,0.0004563385054023921,0.00024529212669944703,0
1997-06-26,0.0004525263907845876,0.00043991096197440986,0.00046000815715436074,0.0004531262795882827,0.0004563385054023921,0.0003913031948666195,0
1997-06-27,0.0004509244272812989,0.0004383536576488925,0.0004517813429289349,0.00044666602617939467,0.0004498782727547043,0.00012159504237177599,0
1997-06-30,0.0004493224637780103,0.0004632720219650097,0.0004517813429289349,0.0004628163496193739,0.0004660285442926795,0.00033163754242621345,0
1997-07-01,0.00045893485999109974,0.000446140777319615,0.00046165377273364884,0.00045474118789938425,0.0004579534085236919,0.00013566255392276602,0
1997-07-02,0.0004509244272812989,0.00046171471763949227,0.00046165377273364884,0.00047735145466601067,0.0004805636026281105,0.0004846015186013465,0
1997-07-03,0.0004765573813173111,0.0005582738652744943,0.0004879801469069681,0.0005774819715991254,0.0005806937977735837,0.001656247365710241,0
1997-07-07,0.0005486503529154819,0.0005894217459142488,0.0005636686701038571,0.0006049372733812974,0.000608149011323146,0.0010466551985006728,0
1997-07-08,0.0006127331994005307,0.0006828659858766482,0.0006294850794137858,0.000698607846987765,0.0007018192839021757,0.002052401426628926,0
1997-07-09,0.0006928362961118235,0.0006984402252180932,0.0007018826873698523,0.0007050681003966531,0.0007082795165498635,0.0010747902216026528,0
1997-07-10,0.0007024486923249129,0.0007545067691955327,0.0007216275469792801,0.0007793585339409384,0.0007825697113483184,0.0011811858836779567,0
1997-07-11,0.0007601230696034496,0.0007389325298540877,0.0006821378277604244,0.0006953780303655619,0.0006985894776595761,0.00138055647841785,0
1997-07-14,0.0006992447653183356,0.0006828659858766482,0.0006525205383462826,0.0006469276802101061,0.0006501392832081393,0.0005819422307127948,0
1997-07-15,0.000641570388039799,0.000726473497206813,0.0006591023688279277,0.0007405982538165737,0.000743809555787169,0.001211261253200763,0
1997-07-16,0.0007376943501706933,0.000731145709204933,0.0007117551171745662,0.0007082979170188562,0.0007115093227924629,0.00036898921102711805,0
1997-07-17,0.000705652926928169,0.0006859808935492507,0.000665683883391819,0.0006727677635989355,0.0006759792835551575,0.000388554370770449,0
1997-07-18,0.0006575909458627218,0.000648603197564291,0.000665683883391819,0.0006533876235367532,0.0006565992057745827,6.661856044836662e-05,0
1997-07-21,0.0006543867112594658,0.0006423736812406536,0.0006623929681509965,0.0006614627852567428,0.0006646743415435703,3.89686239515931e-05,0
1997-07-22,0.0006511827842528885,0.0006392587735680511,0.0006360665939776772,0.0006469276802101061,0.0006501392832081393,0.00017220574484832634,0
1997-07-23,0.0006575909458627218,0.0006828659858766482,0.0006722653979557104,0.0006953780303655619,0.0006985894776595761,0.00040068153590061285,0
1997-07-24,0.0006928362961118235,0.0006766364695530107,0.0006854287430012469,0.0006856879603344707,0.0006888994387692888,0.00012547573521342841,0
1997-07-25,0.0006672033420758113,0.0006579476215605309,0.0006854287430012469,0.0006759978903033795,0.0006792093998790014,4.511305428420943e-05,0
1997-07-28,0.0006704075766790673,0.000701554833869128,0.0006854287430012469,0.0007050681003966531,0.0007082795165498635,0.0003083533853762989,0
1997-07-29,0.0007120610885380024,0.0007327030135304503,0.0007216275469792801,0.0007535184505521089,0.0007567297110013002,0.0006102389493498438,0
1997-07-30,0.0007537149079936162,0.0007342603178559677,0.000751244836393422,0.0007438283805210178,0.0007470396721110129,0.0003007536952280629,0
1997-07-31,0.0007344901155674373,0.0007140141655379705,0.0007216275469792801,0.0007276780570810385,0.0007308894005730377,0.0001574914511570609,0
1997-08-01,0.000705652926928169,0.0007077846492143332,0.0006953011728059609,0.0007341383104899266,0.0007373496332207255,0.00044498611250947805,0
1997-08-04,0.0007152653231412584,0.000706227045867248,0.0007117551171745662,0.0007018379736922091,0.0007050494002260196,0.00032145072371687585,0
1997-08-05,0.0007024486923249129,0.0006828659858766482,0.0006623929681509965,0.0006695376368944915,0.0006727491672313136,0.0003701210797726,0
1997-08-06,0.0006639991074725552,0.0006766364695530107,0.000675556313196533,0.0006824578336300267,0.0006856693224454449,0.00012903303698494313,0
1997-08-07,0.0006768157382889007,0.0006610625292331335,0.0006558114535871051,0.0006598475668634004,0.0006630591283410262,0.00023559039459531593,0
1997-08-08,0.0006511827842528885,0.0006735215618804081,0.0006492299390232137,0.0006953780303655619,0.0006985894776595761,0.0002595213337855059,0
1997-08-11,0.0006896323691052462,0.0006828659858766482,0.0006953011728059609,0.0007066830087077546,0.0007098944196711632,0.00012854795037973657,0
1997-08-12,0.0006864281345019902,0.0006735215618804081,0.0006788472284373555,0.0006663078202722883,0.000669519360988714,3.848353734638654e-05,0
1997-08-13,0.0006704075766790673,0.0006517181052368936,0.0006689747986326416,0.0006663078202722883,0.000669519360988714,4.107066590748816e-05,0
1997-08-14,0.0006543867112594658,0.0006579476215605309,0.0006541661539255706,0.0006533876235367532,0.0006565992057745827,0.00010186818709337616,0
1997-08-15,0.000641570388039799,0.0006299143495718111,0.0005965768747588215,0.000640467426801218,0.0006436790505604515,0.00017673321983025417,0
1997-08-18,0.000615937126407108,0.0005987661699104887,0.0006064493045635354,0.0006178574701168326,0.0006210691665372773,0.00020195772330099495,0
1997-08-19,0.0006287537572234536,0.0006454882898916884,0.0006327756787368547,0.0006566177502411973,0.0006598293220984267,9.669392997117292e-05,0
1997-08-20,0.0006575909458627218,0.0006392587735680511,0.0006393575092184997,0.0006566177502411973,0.0006598293220984267,9.620884336596636e-05,0
1997-08-21,0.000641570388039799,0.0006345865615699311,0.0006393575092184997,0.000640467426801218,0.0006436790505604515,4.559814088941599e-05,0
1997-08-22,0.0006319579918267096,0.0006205699255755712,0.0006459390237823912,0.000643697553505662,0.0006469091668842954,5.756361048451096e-05,0
1997-08-25,0.0006319579918267096,0.0006610625292331335,0.0006492299390232137,0.0006727677635989355,0.0006759792835551575,0.00011334857008326457,0
1997-08-26,0.0006736115036856447,0.0006890958012218533,0.0006887196582420694,0.0007115280437233002,0.0007147394391163069,0.0003083533853762989,0
1997-08-27,0.0006944385672117909,0.0006797513772256133,0.0006953011728059609,0.0007034528820033106,0.0007066643033473193,0.00014908328333348064,0
1997-08-28,0.0006928362961118235,0.000701554833869128,0.0007051736026106748,0.0007212181137543914,0.0007244294780065942,0.00011609739417943503,0
